一封	1621150
一遇	1619967
一隅	1609786
一風	1690400
丁数	382149
万有	620003
三友	811491
三宮	841849
三封	752832
上猶	869866
上空	1048858
下風	534192
不通	910275
不遇	415191
世数	647300
両雄	244637
中宮	1314736
中宮	1314736
中数	1551872
中枢	1212918
中空	1393791
中風	1294969
久宮	156741
乗数	477007
乱数	391794
事由	1174490
二宮	987316
二封	898299
五友	599890
亡友	127375
交友	333679
交通	768921
交遊	290989
享有	183516
京風	542630
亮雄	58694
人数	2196838
仁勇	21927
今夕	616297
今風	666528
仙遊	46104
代数	888832
仮寓	25226
仮数	367033
件数	592266
伊通	557986
会友	1951983
低空	285883
余裕	93723
作風	451091
併有	209587
価数	568109
便通	562223
係数	570600
保有	549425
信有	429684
俳優	123074
俳友	87681
俳風	98272
個数	448054
個有	287534
倍数	407699
偶数	348163
僚友	126447
僻陬	71
億劫	230373
優遇	124793
光風	173306
党友	852225
党風	862816
全優	601381
全数	833482
全通	1001230
公有	609831
六通	848651
共友	344653
共有	451627
共通	779895
具有	261012
兼有	199299
内宮	760377
内宮	760377
内憂	660407
内通	1165261
円融	702246
円融	702246
円通	1075559
冊数	353934
写友	142146
冷遇	66787
冷風	137220
処遇	118090
函数	346173
分数	1152740
分有	992220
別宮	327047
別宮	327047
別封	238030
剛勇	16610
劇痛	89633
功夫	166863
加数	658234
勧誘	52131
区有	451831
十数	1371086
半数	567094
南雄	180880
南風	209853
単数	413310
博通	554051
占有	243632
厚遇	75292
厳封	85534
参宮	326177
参宮	326177
双数	367353
反数	607152
反芻	265081
古風	174531
句風	107809
台数	532007
台風	275104
号数	405246
各通	712162
合有	987235
同友	914491
同封	855832
同憂	844879
同数	1181985
名優	367441
名数	599542
吟遊	33562
含有	287213
周遊	113160
命数	447275
和風	400018
和風	400018
哀痛	36557
員数	1041663
唐風	90440
善右	106859
善祐	59972
喜勇	52491
四通	953788
回数	884396
回遊	574212
因数	402021
固有	235299
国有	2272592
国風	2176209
土偶	168014
地風	865781
坪数	345350
基数	574449
塾友	83891
塾風	94482
境遇	131645
士風	228704
声優	244451
変数	559620
夏邑	57399
外宮	575614
外宮	575614
外遊	502566
多数	655238
夢遊	57934
大副	1769474
大勇	1680162
大夫	1801529
大数	2010463
