一中,イッチュウ	0.000
一宗,イッシュウ	0.000
一封,イップウ	0.000
一州,イッシュウ	0.000
一汁,イチジュウ	3.312
一流,イチリュウ	6.062
一粒,イチリュウ	6.062
一級,イッキュウ	5.281
一蹴,イッシュウ	5.281
一遇,イチグウ	0.000
一隅,イチグウ	3.812
一風,イップウ	4.625
万有,バンユウ	4.094
三友,サンユウ	0.000
三宮,サングウ	0.000
三封,サンプウ	0.000
三従,サンジュウ	0.000
三流,サンリュウ	5.219
三秋,サンシュウ	4.281
三重,サンジュウ	4.500
上流,ジョウリュウ	5.875
上空,ジョウクウ	5.656
上級,ジョウキュウ	5.750
下流,カリュウ	5.031
下級,カキュウ	4.562
下給,カキュウ	0.000
下風,カフウ	5.000
不休,フキュウ	5.656
不忠,フチュウ	4.371
不急,フキュウ	5.656
不朽,フキュウ	5.656
不遇,フグウ	4.062
世襲,セシュウ	4.156
両雄,リョウユウ	3.594
中宮,チュウグウ	3.594
中流,チュウリュウ	5.094
中秋,チュウシュウ	3.750
中空,チュウクウ	3.688
中級,チュウキュウ	5.031
中風,チュウブウ	1.625
主従,シュジュウ	4.094
主柱,シュチュウ	4.375
主流,シュリュウ	5.469
久住,クジュウ	0.000
九宗,クシュウ	0.000
乱入,ランニュウ	5.562
乱流,ランリュウ	0.000
乳汁,ニュウジュウ	2.400
乳牛,ニュウギュウ	4.906
乾球,カンキュウ	0.000
乾留,カンリュウ	4.062
予習,ヨシュウ	5.719
事由,ジユウ	4.875
二宮,ニグウ	0.000
二封,ニフウ	0.000
二流,ニリュウ	5.281
二級,ニキュウ	0.000
二重,ニジュウ	5.906
五友,ゴユウ	0.000
五宗,ゴシュウ	0.000
五流,ゴリュウ	0.000
五重,ゴジュウ	3.375
亜流,アリュウ	2.906
亡友,ボウユウ	2.531
交友,コウユウ	5.062
交流,コウリュウ	5.375
交遊,コウユウ	5.062
享有,キョウユウ	5.594
京風,キョウフウ	0.000
人乳,ジンニュウ	2.156
今流,イマリュウ	0.000
今秋,コンシュウ	0.000
今週,コンシュウ	6.094
今風,イマフウ	5.500
介入,カイニュウ	4.938
他宗,タシュウ	2.812
他流,タリュウ	3.812
付中,フチュウ	0.000
代休,ダイキュウ	5.312
代入,ダイニュウ	4.156
仮寓,カグウ	2.000
仲秋,チュウシュウ	0.000
伏流,フクリュウ	3.219
