一封	0.000
一遇	0.000
一隅	3.875
一風	4.781
丁数	2.406
万有	4.656
三友	0.000
三宮	0.000
三封	0.000
上猶	0.000
上空	5.562
下風	2.562
不通	5.312
不遇	4.719
世数	0.000
両雄	3.688
中宮	3.688
中宮	3.688
中数	0.000
中枢	5.188
中空	4.000
中風	2.656
久宮	0.000
乗数	4.625
乱数	0.000
事由	3.781
二宮	0.000
二封	0.000
五友	0.000
亡友	3.781
交友	4.875
交通	6.406
交遊	4.812
享有	3.344
京風	0.000
亮雄	0.000
人数	6.281
仁勇	0.000
今夕	3.943
今風	4.562
仙遊	2.219
代数	4.969
仮寓	1.969
仮数	3.500
件数	5.469
伊通	0.000
会友	3.156
低空	5.188
余裕	6.188
作風	4.375
併有	2.844
価数	0.000
便通	5.031
係数	4.906
保有	5.250
信有	0.000
俳優	6.188
俳友	2.656
俳風	3.062
個数	5.906
個有	0.000
倍数	5.406
偶数	5.656
僚友	3.938
僻陬	1.375
億劫	4.375
優遇	5.562
光風	2.875
党友	0.000
党風	3.125
全優	0.000
全数	4.312
全通	4.000
公有	3.875
六通	0.000
共友	0.000
共有	5.500
共通	6.219
具有	2.656
兼有	0.000
内宮	3.906
内宮	3.906
内憂	3.062
内通	3.750
円融	0.000
円融	0.000
円通	0.000
冊数	5.031
写友	0.000
冷遇	4.219
冷風	0.000
処遇	4.500
函数	0.000
分数	5.469
分有	2.906
別宮	3.125
別宮	3.125
別封	3.719
剛勇	3.844
劇痛	3.719
功夫	0.000
加数	0.000
勧誘	5.719
区有	0.000
十数	0.000
半数	5.750
南雄	0.000
南風	5.406
単数	4.969
博通	0.000
占有	4.812
厚遇	4.031
厳封	3.344
参宮	3.969
参宮	3.969
双数	0.000
反数	0.000
反芻	2.469
古風	5.406
句風	0.000
台数	0.000
台風	6.281
号数	4.406
各通	3.125
合有	0.000
同友	3.656
同封	5.743
同憂	2.594
同数	5.125
名優	5.219
名数	3.094
吟遊	0.000
含有	5.156
周遊	5.031
命数	3.312
和風	5.969
和風	5.969
哀痛	0.000
員数	3.938
唐風	3.844
善右	0.000
善祐	0.000
喜勇	0.000
四通	0.000
回数	6.188
回遊	3.906
因数	4.500
固有	5.281
国有	4.875
国風	3.531
土偶	4.594
地風	2.969
坪数	0.000
基数	3.844
塾友	0.000
塾風	0.000
境遇	5.250
士風	0.000
声優	5.812
変数	4.625
夏邑	0.000
外宮	2.906
外宮	2.906
外遊	4.531
多数	6.062
夢遊	0.000
大副	0.000
大勇	2.531
大夫	3.281
大数	3.469
大数	3.469
大有	2.500
大用	0.000
大祐	0.000
大輔	3.531
大通	4.281
大雄	0.000
天佑	2.406
天祐	2.500
天祐	2.500
天空	5.062
太夫	3.375
太夫	3.375
奇偶	0.000
奇数	5.844
奇遇	5.500
女優	6.219
姦通	3.344
威風	3.562
嬉遊	0.000
字数	0.000
学友	5.469
学風	4.375
安通	0.000
完封	5.625
宏有	0.000
官有	3.062
定数	5.781
宝有	0.000
宝祐	0.000
実数	5.312
宴遊	0.000
家風	4.969
寄寓	2.500
密封	5.594
密通	4.500
富有	0.000
富裕	4.125
富裕	4.125
寒風	4.750
寛裕	0.000
対偶	2.969
対数	4.531
対空	4.219
専有	4.281
尊崇	2.531
導通	0.000
小勇	2.344
小数	5.406
少数	6.031
少輔	1.969
岩通	0.000
巡遊	2.625
工数	0.000
左右	6.250
巻数	3.750
市有	2.906
師友	3.031
師風	0.000
帯封	2.969
帰趨	1.750
常数	3.531
年数	5.750
序数	4.781
底数	0.000
度数	5.281
座右	4.438
弊風	2.531
弘通	1.906
強風	5.906
待遇	5.531
後憂	0.000
御油	0.000
微風	5.344
徳勇	0.000
徳風	0.000
心友	3.312
心痛	4.781
忘憂	0.000
忠勇	2.500
忠勇	2.500
快通	0.000
恒有	0.000
恵通	0.000
悪友	5.781
悪風	3.281
悲痛	5.750
悲風	0.000
感通	0.000
戦友	5.188
戸数	5.312
所有	5.750
手数	5.429
打数	5.188
扶風	0.000
拓雄	0.000
指数	5.125
接遇	3.406
政友	0.000
整数	5.125
整風	0.000
文通	5.875
斉宮	0.000
斎宮	0.000
新宮	3.469
新風	4.938
旋風	5.031
日数	5.812
日熊	0.000
日通	0.000
日雄	0.000
旧友	5.625
旧風	0.000
昔遊	0.000
昔風	4.812
春宮	0.000
昨夕	0.000
昭通	0.000
時空	4.531
時風	0.000
普通	6.406
普通	6.406
晴空	0.000
暁通	0.000
暁風	0.000
暖風	0.000
暴風	5.375
書風	3.750
有数	4.562
朋友	3.656
朔風	2.031
朝夕	5.500
本封	0.000
本数	5.562
本有	0.000
村有	3.375
杞憂	3.406
来遊	3.000
東宮	3.375
東宮	3.375
東空	0.000
林友	0.000
枚数	5.688
架空	5.656
校友	4.375
校風	5.344
梟雄	1.500
棋風	2.312
楽友	0.000
概数	4.219
機数	0.000
欧風	5.000
歌風	3.625
正勇	0.000
正数	4.469
正風	2.500
武勇	4.562
武通	0.000
武邑	0.000
歩数	5.031
歯痛	5.406
歴遊	3.125
段通	2.469
母数	0.000
毎夕	0.000
毎夕	0.000
毛越	0.000
民有	3.125
気風	3.594
沈痛	4.500
波数	0.000
洋風	5.844
洋風	5.844
流寓	2.062
流通	5.625
流通	5.625
浮游	0.000
浮遊	4.594
海風	5.031
涼風	5.094
深憂	2.344
清勇	0.000
清友	0.000
清遊	1.938
清風	4.344
清風	4.344
減数	0.000
温風	0.000
溶融	3.375
滑空	3.781
滞空	3.062
漫遊	4.156
激痛	5.750
点数	6.000
烈風	4.000
烏有	1.719
無封	0.000
無数	5.344
無痛	4.281
無風	5.156
熔融	2.719
熱風	5.500
爆風	5.438
特有	5.625
特融	0.000
狂風	3.125
猛勇	0.000
猛風	0.000
現有	3.219
理数	4.750
理由	6.344
男優	5.688
町有	2.938
画数	5.250
画風	4.438
畏友	2.062
異数	3.812
異風	3.406
疎通	4.500
疝痛	1.750
疼痛	2.344
疾風	4.812
病友	4.188
痛風	4.656
療友	3.375
皆空	0.000
皇宮	4.531
益友	2.469
盟友	3.656
直通	5.688
県有	0.000
真勇	2.500
真友	0.000
真空	5.438
眼痛	0.000
知勇	3.031
知友	2.969
知遇	2.875
矯風	0.000
石数	0.000
碁風	0.000
碧空	2.688
礼遇	2.781
社友	3.469
社有	0.000
社風	5.281
神功	0.000
神宮	5.344
神宮	5.344
神通	3.688
神通	3.688
票数	4.875
私有	5.656
私通	2.781
秋風	5.531
突風	5.406
立富	0.000
竜宮	4.531
竜宮	4.531
竜遊	0.000
端数	4.281
算数	6.219
米通	0.000
精通	4.844
糸遊	0.000
約数	4.719
紙数	0.000
級友	5.438
級数	3.969
素数	4.594
総数	5.656
総有	0.000
緑風	3.781
緞通	0.000
美風	3.219
群遊	0.000
群雄	3.625
義勇	0.000
義勇	0.000
羽数	3.844
老優	2.812
老友	3.844
老雄	3.000
耐風	0.000
耳痛	0.000
育雛	0.000
胃痛	5.219
背痛	3.562
胸痛	3.969
腰痛	5.812
腹痛	5.750
自由	6.438
航空	5.906
良友	4.656
良風	3.750
芦有	0.000
芸風	5.188
苦痛	5.688
英数	0.000
英雄	6.031
英雄	6.031
英風	0.000
萬有	0.000
蒼空	0.000
蕉風	2.656
蕉風	2.656
薫風	3.312
虚数	4.688
虚空	4.375
蛮勇	3.031
蛮風	2.531
融通	5.281
行宮	2.188
術数	3.250
複数	5.875
西友	0.000
西遊	3.500
見風	0.000
親友	6.375
計数	3.594
詩友	0.000
詩風	0.000
語数	4.906
誹風	0.000
豊通	0.000
豪勇	3.125
豪遊	4.938
豪雄	0.000
負数	4.000
貫通	5.000
足痛	0.000
軒数	0.000
軟風	3.312
軽風	0.000
辛酉	0.000
農友	0.000
送風	5.594
逆数	4.844
逆風	5.375
通有	2.156
通風	4.312
遭遇	5.031
遷宮	2.781
遺風	2.562
部数	5.406
郷友	0.000
都有	0.000
都邑	1.719
配偶	5.031
醇風	0.000
金融	5.906
金風	0.000
鈍痛	4.719
鎮痛	5.031
長勇	0.000
開封	5.750
開通	5.625
関数	5.125
関空	0.000
関通	0.000
防空	4.781
防風	5.312
陣痛	5.250
除数	4.250
陸封	2.625
陸風	4.125
階数	0.000
雄風	0.000
雌雄	4.531
電通	0.000
非有	0.000
面桶	1.875
