いっちゅう	19
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
あっ	あっ
ぐっ	ぐっ
はっ	はっ

いっしゅう	19
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
あっ	あっ
ぐっ	ぐっ
はっ	はっ

いっぷう	19
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
あっ	あっ
ぐっ	ぐっ
はっ	はっ

いっしゅう	19
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
あっ	あっ
ぐっ	ぐっ
はっ	はっ

いちじゅう	37
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
過ち	あやまち
撃ち	うち
射ち	うち
打ち	うち
討ち	うち
落ち	おち
かち	かち
勝ち	かち
ぐち	ぐち
けち	けち
育ち	そだち
そち	そち
たち	たち
立ち	たち
はち	はち
ふち	ふち
ぶち	ぶち
まち	まち
待ち	まち
むち	むち
持ち	もち

いちりゅう	37
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
過ち	あやまち
撃ち	うち
射ち	うち
打ち	うち
討ち	うち
落ち	おち
かち	かち
勝ち	かち
ぐち	ぐち
けち	けち
育ち	そだち
そち	そち
たち	たち
立ち	たち
はち	はち
ふち	ふち
ぶち	ぶち
まち	まち
待ち	まち
むち	むち
持ち	もち

いちりゅう	37
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
過ち	あやまち
撃ち	うち
射ち	うち
打ち	うち
討ち	うち
落ち	おち
かち	かち
勝ち	かち
ぐち	ぐち
けち	けち
育ち	そだち
そち	そち
たち	たち
立ち	たち
はち	はち
ふち	ふち
ぶち	ぶち
まち	まち
待ち	まち
むち	むち
持ち	もち

いっきゅう	19
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
あっ	あっ
ぐっ	ぐっ
はっ	はっ

いっしゅう	19
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
あっ	あっ
ぐっ	ぐっ
はっ	はっ

いちぐう	37
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
過ち	あやまち
撃ち	うち
射ち	うち
打ち	うち
討ち	うち
落ち	おち
かち	かち
勝ち	かち
ぐち	ぐち
けち	けち
育ち	そだち
そち	そち
たち	たち
立ち	たち
はち	はち
ふち	ふち
ぶち	ぶち
まち	まち
待ち	まち
むち	むち
持ち	もち

いちぐう	37
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
過ち	あやまち
撃ち	うち
射ち	うち
打ち	うち
討ち	うち
落ち	おち
かち	かち
勝ち	かち
ぐち	ぐち
けち	けち
育ち	そだち
そち	そち
たち	たち
立ち	たち
はち	はち
ふち	ふち
ぶち	ぶち
まち	まち
待ち	まち
むち	むち
持ち	もち

いっぷう	19
いい	いい
いえ	いえ
いか	いか
いが	いが
いく	いく
いざ	いざ
いつ	いつ
いと	いと
いな	いな
いぬ	いぬ
いね	いね
いぼ	いぼ
いも	いも
いや	いや
いる	いる
いろ	いろ
あっ	あっ
ぐっ	ぐっ
はっ	はっ

ばんゆう	20
ばあ	ばあ
ばか	ばか
ばつ	ばつ
ばね	ばね
ばば	ばば
ばら	ばら
あん	あん
うん	うん
おん	おん
がん	がん
こん	こん
さん	さん
ちん	ちん
どん	どん
びん	びん
ふん	ふん
へん	へん
ぽん	ぽん
よん	よん
らん	らん

さんゆう	32
さあ	さあ
さい	さい
さき	さき
さぎ	さぎ
さけ	さけ
ささ	ささ
さじ	さじ
さす	さす
さぞ	さぞ
さて	さて
さと	さと
さば	さば
さめ	さめ
さも	さも
さや	さや
さら	さら
さる	さる
さん	さん
あん	あん
うん	うん
おん	おん
がん	がん
こん	こん
さん	さん
ちん	ちん
どん	どん
びん	びん
ふん	ふん
へん	へん
ぽん	ぽん
よん	よん
らん	らん

さんぐう	32
さあ	さあ
さい	さい
さき	さき
さぎ	さぎ
さけ	さけ
ささ	ささ
さじ	さじ
さす	さす
さぞ	さぞ
さて	さて
さと	さと
さば	さば
さめ	さめ
さも	さも
さや	さや
